상품번호,코드,상품명,판매가,정가,배송비,즉시할인,포인트,바코드,오퍼코드,옵션코드
P0000BBE,45-21,스팸 8호 1세트,27400.0,0.0,3000.0,0.0,0.0,,,
P0000BBF,45-07,스팸 스페셜 G호 1세트,28800.0,0.0,3000.0,0.0,0.0,,,
P0000BBG,45-07-03,특별한선택 N호 1세트,28200.0,0.0,3000.0,0.0,0.0,,,
P0000BBH,45-09-01,CJ 풍성한S호 1세트,41200.0,0.0,3000.0,0.0,0.0,,,
P0000BBK,45-10-01,스팸 3호 1세트,46400.0,0.0,3000.0,0.0,0.0,,,
P0000BBM,45-05,스팸 6호 1세트,35500.0,0.0,3000.0,0.0,0.0,,,
P0000BBN,50-71-02,동원 스페셜 5호 1세트,20300.0,0.0,3000.0,0.0,0.0,,,
P0000BBP,51-31,동원참치 S12호 1세트,22500.0,0.0,3000.0,0.0,0.0,,,
P0000BBQ,50-72-01,동원참치  NS15호 1세트,27100.0,0.0,3000.0,0.0,0.0,,,
P0000BBS,51-30,동원참치 T12호 1세트,27600.0,0.0,3000.0,0.0,0.0,,,
P0000BBT,51-30-01,동원참치 T14호 1세트,33700.0,0.0,3000.0,0.0,0.0,,,
P0000BBU,51-30-03,동원참치 T18호 1세트,42200.0,0.0,3000.0,0.0,0.0,,,
P0000BBW,50-32,동원리챔 G9호 1세트,24600.0,0.0,3000.0,0.0,0.0,,,
P0000BBX,50-75-02,튜나리챔 77호 1세트,33500.0,0.0,3000.0,0.0,0.0,,,
P0000BBZ,50-21-01,동원 양반 들기름식탁김 24P 1세트,8900.0,0.0,3000.0,0.0,0.0,,,
P0000BCA,50-20-01,동원 양반 올리브식탁김 24P 1세트,9200.0,0.0,3000.0,0.0,0.0,,,
P0000BCD,01-19-10,청정원 스페셜 S호 1세트,12300.0,0.0,3000.0,0.0,0.0,,,
P0000BCF,01-17,청정원 스페셜 NH2호 1세트,23600.0,0.0,3000.0,0.0,0.0,,,
P00000ZR,12-30,동원 양반 이천쌀 식혜 238ml 24개,9800.0,0.0,3000.0,0.0,0.0,,,
P00000ZU,12-11-02,동원 쿨피스 파인애플 제로 230ml 30개,11100.0,0.0,3000.0,0.0,0.0,,,
P00000ZV,28-13-01,헬씨올리고 200ml 40개,27200.0,0.0,3000.0,0.0,0.0,,,
P00000ZX,31-24-01,닥터페퍼 제로 350ml 24개,16300.0,0.0,3000.0,0.0,0.0,,,
P00000ZZ,37-02,유한락스 후레쉬 1L 12개,31700.0,0.0,3000.0,0.0,0.0,,,
P0000BAA,37-02.,유한락스 후레쉬 2L 6개,30500.0,0.0,3000.0,0.0,0.0,,,
P0000BAB,40-10-01,피존 블루비앙카 2900ml 4개,13600.0,0.0,3000.0,0.0,0.0,,,
P0000BAC,40-10-02,피존 옐로미모사 2900ml 4개,13600.0,0.0,3000.0,0.0,0.0,,,
P0000BAD,37-01.,유한락스 레귤러 2L 6개,28400.0,0.0,3000.0,0.0,0.0,,,
P0000BAE,40-10,피존 핑크로즈 2900ml 4개,14600.0,0.0,3000.0,0.0,0.0,,,
P0000BAG,11-05-11,동원 고추참치 기획 135g 60개,102700.0,0.0,3000.0,0.0,0.0,,,
P0000BAH,20-90-11,썬키스트 감귤주스 1.5L 12개,20100.0,0.0,3000.0,0.0,0.0,,,
P0000BAI,100-100-01,씨그램 라임 350ml 24페트,13700.0,0.0,3000.0,0.0,0.0,,,
P0000BAJ,08-37-05,백설 고소함가득 참기름 430ml,58800.0,0.0,3000.0,0.0,0.0,,,
P0000BAK,28-43-01,모닝케어 프레스온 밀크씨슬H 50개,93800.0,0.0,3000.0,0.0,0.0,,,
P0000BAL,11-40,동원참치기획 [살코기100g x4+고추100g x4] 10박스 총 80개입,117500.0,0.0,3000.0,0.0,0.0,,,
P0000BAN,100-100,씨그램 플레인 350ml 24페트,13700.0,0.0,3000.0,0.0,0.0,,,
P0000BAO,100-100-02,씨그램 레몬 350ml 24페트,13700.0,0.0,3000.0,0.0,0.0,,,
P0000BAP,65-53,싱싱푸드 양파를 품은 메밀칩 160g 8개,16200.0,0.0,3000.0,0.0,0.0,,,
P0000BAQ,20-13-02,피크닉젤리 사과맛 45g 40개,41700.0,0.0,3000.0,0.0,0.0,,,
P0000BAR,20-13-03,피크닉젤리 청포도맛 45g 40개,41700.0,0.0,3000.0,0.0,0.0,,,
P0000BAS,20-13-04,피크닉젤리 복숭아맛 45g 40개,40700.0,0.0,3000.0,0.0,0.0,,,
P0000BAU,67-74,명가 꽈배기 참깨 500g 16개,84700.0,0.0,3000.0,0.0,0.0,,,
P0000BAV,65-53-01,푸드킹 메밀칩 대파맛 160g 10개,20100.0,0.0,3000.0,0.0,0.0,,,
P0000BAW,67-74-01,명가 꽈배기 흑당 500g 16개,84700.0,0.0,3000.0,0.0,0.0,,,
P00000ZH,24-49-07,카프리썬 정글 200ml 10개,5100.0,0.0,3000.0,0.0,0.0,,,
P00000ZI,35-18-11,참맑은 비스 더블랙 175ml 30개,8700.0,0.0,3000.0,0.0,0.0,,,
P00000ZK,BT15EA-25-59-03,여명 808 119ml 40개,42500.0,0.0,3000.0,0.0,0.0,,,
P00000YF,31-42,환타 오렌지 캔 250ml 30개,15500.0,0.0,3000.0,0.0,0.0,,,
P00000YG,32-01,해태 포도봉봉 238ml 72개,36900.0,0.0,3000.0,0.0,0.0,,,
P00000YH,22-11-01,팔도 뽀로로 사과맛 235ml 24개,17300.0,0.0,3000.0,0.0,0.0,,,
P00000YI,22-13,팔도 뽀로로 블루베리맛 235ml 24개,17500.0,0.0,3000.0,0.0,0.0,,,
P00000YJ,22-12,팔도 뽀로로 보리차 220ml 24개,17200.0,0.0,3000.0,0.0,0.0,,,
P00000YK,22-11,팔도 뽀로로 밀크맛 235ml 24개,17300.0,0.0,3000.0,0.0,0.0,,,
P00000YL,22-10,팔도 뽀로로 딸기맛 235ml 24개,17300.0,0.0,3000.0,0.0,0.0,,,
P00000YM,22-13-01,귀여운 내친구 뽀로로 샤인머스켓맛 235ml 24개,17300.0,0.0,3000.0,0.0,0.0,,,
P00000YP,40-09-02,피죤 핑크로즈 리필 4.2L (2100ml+2100ml) 4개,24700.0,0.0,3000.0,0.0,0.0,,,
P00000YQ,40-09-01,피죤 옐로우미모사 리필 4.2L (2100ml+2100ml) 4개,21600.0,0.0,3000.0,0.0,0.0,,,
P00000YR,40-09,피죤 블루비앙카 리필 4.2L (2100ml+2100ml) 4개,21600.0,0.0,3000.0,0.0,0.0,,,
P00000YS,02-23,향균 트리오 과일세척용 3kg 4개,20400.0,0.0,3000.0,0.0,0.0,,,
P00000YT,02-22,항균 트리오 2kg 6개,18900.0,0.0,3000.0,0.0,0.0,,,
P00000YU,02-21,항균 트리오 1kg 12개,26000.0,0.0,3000.0,0.0,0.0,,,
P00000YV,03-05.,백광 트래펑 1L 12개,20800.0,0.0,3000.0,0.0,0.0,,,
P00000YW,08-01,CJ라이온 참그린 녹차 뽀드득 주방세제 1kg 12개,45900.0,0.0,3000.0,0.0,0.0,,,
P00000YX,37-06,유한 펑크린 2L 6개,23500.0,0.0,3000.0,0.0,0.0,,,
P00000YY,37-09,유한 펑크린 1L 12개,25100.0,0.0,3000.0,0.0,0.0,,,
P00000YZ,37-01,유한락스 레귤러 1L 12개,26800.0,0.0,3000.0,0.0,0.0,,,
P00000ZA,29-29-05,아망아망 물티슈 캡형 100매 20개,12400.0,0.0,3000.0,0.0,0.0,,,
P00000ZB,02-16,애경 스파크R 5.5kg 3개,22700.0,0.0,3000.0,0.0,0.0,,,
P00000ZC,08-52,때가 쏙 비트 4.5kg 3개,32300.0,0.0,3000.0,0.0,0.0,,,
P00000ZD,08-47,라이온 비트 2.7kg 4개,23700.0,0.0,3000.0,0.0,0.0,,,
P00000ZG,20-03-01,광동 옥수수수염차 1.5L 12개,16200.0,0.0,3000.0,0.0,0.0,,,
P00000XX,BT10EA-28-50,현대제약 미에로화이바 100ml 40개,19000.0,0.0,3000.0,0.0,0.0,,,
P00000XY,BT10EA-28-13-05,현대약품 비타업 100ml 40개,13600.0,0.0,3000.0,0.0,0.0,,,
P00000XZ,BT10EA-28-13,현대 헬씨 올리고 100ml 40병,17800.0,0.0,3000.0,0.0,0.0,,,
P00000YA,BT10EA-38-09-03,동화 까스활 75ml 30개,22100.0,0.0,3000.0,0.0,0.0,,,
P00000YB,BT10EA-25-40-02,삼성 까스명수 소화제 75ml 60개,28900.0,0.0,3000.0,0.0,0.0,,,
P00000YD,BT10EA-20-04,광동제약 비타500 100ml 40개,18800.0,0.0,3000.0,0.0,0.0,,,
P00000YE,BT10EA-20-10,광동 쌍화골드 100ml 40개,19100.0,0.0,3000.0,0.0,0.0,,,
P00000XE,39-91-01,오뚜기 진라면 순한맛 멀티팩 40개,23200.0,0.0,3000.0,0.0,0.0,,,
P00000XN,08-46,백설 부침가루 1kg 10개,999999.0,0.0,3000.0,0.0,0.0,,,
P00000XP,15-87-04,백설 요리 올리고당1.2kg 9개,30800.0,0.0,3000.0,0.0,0.0,,,
P00000XW,39-126-06,오뚜기밥 210g 12개,10300.0,0.0,3000.0,0.0,0.0,,,
P00000UY,55-08,정관장 홍삼원 50ml 30포 5박스,999999.0,0.0,3000.0,0.0,0.0,,,
P00000VC,15-15-06,CJ 햇반 200g 30개,29500.0,0.0,3000.0,0.0,0.0,,,
P00000VG,01-18,콘푸로스트 600g 12개,45400.0,0.0,3000.0,0.0,0.0,,,
P00000VL,08-32-02,백설 카놀라유 900g 12개,45500.0,0.0,3000.0,0.0,0.0,,,
P00000VR,16-51-03,동원 친친오리지널 치즈 소시지 80g 10개,6000.0,0.0,3000.0,0.0,0.0,,,
P00000WE,24-12-10,맥심 모카골드(180T+20T) 4개,115500.0,0.0,3000.0,0.0,0.0,,,
P00000WF,24-52,동서 맥스웰 커피믹스 마일드 자판기용 900g 12개,74100.0,0.0,3000.0,0.0,0.0,,,
P00000WG,21-108-110-02,남양 프렌치카페 커피믹스 20T 24개,70800.0,0.0,3000.0,0.0,0.0,,,
P00000WH,21-108-110-13,남양 프렌치카페 커피믹스 (180T+20T) 4개,89200.0,0.0,3000.0,0.0,0.0,,,
P00000WI,21-108-110-11,남양 프렌치카페 커피믹스 160T (140+20) 4개,72800.0,0.0,3000.0,0.0,0.0,,,
P00000WK,21-108-02,남양 커피믹스 루카스나인 바닐라라떼 30T 4개,41700.0,0.0,3000.0,0.0,0.0,,,
P00000WL,21-108-01,남양 커피믹스 루카스나인 라떼 30T 4개,38400.0,0.0,3000.0,0.0,0.0,,,
P00000WM,21-108-05,남양 커피믹스 루카스나인 더블샷라떼 30T 4개,41600.0,0.0,3000.0,0.0,0.0,,,
P00000WP,39-33,방울이 구포국수 3kg 6개,31000.0,0.0,3000.0,0.0,0.0,,,
P00000WQ,39-91,오뚜기 진라면 매운맛 멀티팩 40개,23600.0,0.0,3000.0,0.0,0.0,,,
P00000WR,54-10,삼양라면 멀티 40개,22800.0,0.0,3000.0,0.0,0.0,,,
P00000WU,54-21,팔도 비빔면 멀티팩 40개,34900.0,0.0,3000.0,0.0,0.0,,,
P00000WY,54-21-03,팔도 비빔면 컵라면 16입,17600.0,0.0,3000.0,0.0,0.0,,,
P00000XA,22-23-05,팔도 짬뽕왕뚜껑 110g 18개,19400.0,0.0,3000.0,0.0,0.0,,,
P00000XB,22-22,팔도 왕뚜껑 컵라면 110g 18개,19500.0,0.0,3000.0,0.0,0.0,,,
P00000XC,22-23-01,팔도 김치왕뚜껑 컵라면 18입,19600.0,0.0,3000.0,0.0,0.0,,,
P00000TN,46-04,동표 을지로골뱅이 400g 24개,172700.0,0.0,3000.0,0.0,0.0,,,
P00000TO,46-04-02,동표 을지로골뱅이 140g 48개,166400.0,0.0,3000.0,0.0,0.0,,,
P00000TP,46-04-01,동표 을지로골뱅이 230g 24개,119000.0,0.0,3000.0,0.0,0.0,,,
P00000UB,11-16,동원 자연산골뱅이 140g 48개,143400.0,0.0,3000.0,0.0,0.0,,,
P00000UI,11-74-02,리치스 후르츠칵테일 850g 12개,34500.0,0.0,3000.0,0.0,0.0,,,
P00000UJ,11-74-03,리치스 후르츠칵테일3kg 5개,47900.0,0.0,3000.0,0.0,0.0,,,
P00000UK,11-74,리치스 홀커널 스위트콘 2.95kg 5개,20800.0,0.0,3000.0,0.0,0.0,,,
P00000UL,11-74-01,리치스 홀커널스위트콘 425g 24개,21300.0,0.0,3000.0,0.0,0.0,,,
P00000UM,11-74-05,리치스 파인애플슬라이스 3kg 5개,53200.0,0.0,3000.0,0.0,0.0,,,
P00000UN,11-74-04,리치스 파인애플 슬라이스 836g 12개,41300.0,0.0,3000.0,0.0,0.0,,,
P00000UO,11-75-05,리치스 통단팥 3kg 5개,49300.0,0.0,3000.0,0.0,0.0,,,
P00000UQ,11-75-02,리치스 블랙 올리브 홀피티드3kg 5개,76500.0,0.0,3000.0,0.0,0.0,,,
P00000UR,11-75-03,리치스 블랙올리브슬라이스405g 24개,63800.0,0.0,3000.0,0.0,0.0,,,
P00000UU,17-01,델몬트 파인애플 통조림 836g 24개,92400.0,0.0,3000.0,0.0,0.0,,,
P00000UV,17-02,델몬트 후르츠칵테일 통조림 850g 24개,73700.0,0.0,3000.0,0.0,0.0,,,
P00000UX,16-05,롯데 런천미트 340g 24개,48200.0,0.0,3000.0,0.0,0.0,,,
P00000RT,14-10,펭귄 황도 슬라이스 400g 24개,31100.0,0.0,3000.0,0.0,0.0,,,
P00000RU,14-03.,펭귄 황도 신형 2절 400g 24개,36600.0,0.0,3000.0,0.0,0.0,,,
P00000RW,14-04,펭귄 백도 2절 400g 24개,37100.0,0.0,3000.0,0.0,0.0,,,
P00000RX,14-01,펭귄 꽁치(한마리) 400g 24개,75300.0,0.0,3000.0,0.0,0.0,,,
P00000RY,14-02-02,펭귄 고등어 통조림 400g 24개,62400.0,0.0,3000.0,0.0,0.0,,,
P00000RZ,14-13-01,강구나루 황도 슬라이스 400g 24개,29700.0,0.0,3000.0,0.0,0.0,,,
P00000SA,14-12,HC꽁치 400g(강구나루) 24개,63000.0,0.0,3000.0,0.0,0.0,,,
P00000SE,10-08-02,유동 황도슬라이스 400g 24개,27000.0,0.0,3000.0,0.0,0.0,,,
P00000SH,10-29,유동 번데기 280g 24개,35600.0,0.0,3000.0,0.0,0.0,,,
P00000SI,10-07,유동 번데기 130g 48개,45100.0,0.0,3000.0,0.0,0.0,,,
P00000SJ,10-14,유동 뚝배기 번데기탕(얼큰한 맛) 280g 24개,38000.0,0.0,3000.0,0.0,0.0,,,
P00000SK,10-14-02,유동 뚝배기번데기탕(구수한맛) 280g 24개,38000.0,0.0,3000.0,0.0,0.0,,,
P00000SO,10-01,유동 자연산골뱅이 230g 24개,129500.0,0.0,3000.0,0.0,0.0,,,
P00000SP,10-02,유동 자연산골뱅이 140g 48개,172600.0,0.0,3000.0,0.0,0.0,,,
P00000SQ,10-00,유동 자연산 골뱅이 400g 24개,211700.0,0.0,3000.0,0.0,0.0,,,
P00000SR,10-13,유동 고등어 통조림 400g 24개,52100.0,0.0,3000.0,0.0,0.0,,,
P00000SS,15-04,스팸 클래식 340g 20개,79000.0,0.0,3000.0,0.0,0.0,,,
P00000ST,15-04-02,스팸 마일드 25% 라이트 340g 20개,79900.0,0.0,3000.0,0.0,0.0,,,
P00000TB,18-01,삼아 완두콩 400g 24개,22200.0,0.0,3000.0,0.0,0.0,,,
P00000TC,18-02,삼아 베이크드빈스 400g 24개,26600.0,0.0,3000.0,0.0,0.0,,,
P00000PT,12-04,동원 샘물2L 6개,2300.0,0.0,3000.0,0.0,0.0,,,
P00000PW,12-01-04,동원 보성홍차 아이스티 제로 복숭아맛 500ml 24개,16900.0,0.0,3000.0,0.0,0.0,,,
P00000PX,12-01-05,동원 보성홍차 아이스티 제로 레몬맛 500ml 24개,16900.0,0.0,3000.0,0.0,0.0,,,
P00000PY,12-02,동원 보성녹차 1.5L 12개,10700.0,0.0,3000.0,0.0,0.0,,,
P00000PZ,12-01-01,동원 보성녹차 340ml 24개,10700.0,0.0,3000.0,0.0,0.0,,,
P00000QA,12-11-01,쿨피스 제로 복숭아맛 230ml 30개,11900.0,0.0,3000.0,0.0,0.0,,,
P00000QC,22-04-03,동원 배식혜 500ml 24개,16400.0,0.0,3000.0,0.0,0.0,,,
P00000QD,28-31,동아제약 박카스F 120ml 50개,35300.0,0.0,3000.0,0.0,0.0,,,
P00000QE,24-701,스타벅스 병커피 281ml 16개,33700.0,0.0,3000.0,0.0,0.0,,,
P00000QF,24-702,스타벅스 프라푸치노 모카 281ml 16개,34500.0,0.0,3000.0,0.0,0.0,,,
P00000QH,27-21-01,델몬트 포도 1.5L 6개,17800.0,0.0,3000.0,0.0,0.0,,,
P00000QI,27-20-01,델몬트 오렌지 1.5L 6개,17700.0,0.0,3000.0,0.0,0.0,,,
P00000QK,27-20-03,델몬트 망고 1.5L 6개입,17400.0,0.0,3000.0,0.0,0.0,,,
P00000QL,21-08,17차 500ml 20개,13100.0,0.0,3000.0,0.0,0.0,,,
P00000QO,28-24-07,나랑드사이다 제로 500ml 24개,17800.0,0.0,3000.0,0.0,0.0,,,
P00000QR,20-08-04,광동제약 남 헛개차 500ml 20개,16800.0,0.0,3000.0,0.0,0.0,,,
P00000QS,20-09-01,광동 헛개차 1.5L 12개,15600.0,0.0,3000.0,0.0,0.0,,,
P00000QU,25-273,광동 생강쌍화 120ml 100개,77600.0,0.0,3000.0,0.0,0.0,,,
P00000QV,20-05,비타500 180ml 40개,31300.0,0.0,3000.0,0.0,0.0,,,
P00000QW,20-14-02,비타500 240ml 30개,15200.0,0.0,3000.0,0.0,0.0,,,
P00000QZ,20-02-02,광동 옥수수수염차 500ml 20개,15700.0,0.0,3000.0,0.0,0.0,,,
P00000RA,20-90-02,광동 썬키스트 레몬에이드 500ml 24개,24000.0,0.0,3000.0,0.0,0.0,,,
P00000RB,27-24,게토레이 600ml 20개,20200.0,0.0,3000.0,0.0,0.0,,,
P00000RC,27-24-01,게토레이 1.5L 12개,21800.0,0.0,3000.0,0.0,0.0,,,
P00000RD,32-30-01,갈아만든배 사이다 1.5L 12개,22900.0,0.0,3000.0,0.0,0.0,,,
P00000RE,26-04-03,가야 토마토농장 180ml 48개,25400.0,0.0,3000.0,0.0,0.0,,,
P00000RF,26-04-02,가야 토마토농장 500mL 20개,24700.0,0.0,3000.0,0.0,0.0,,,
P00000RG,26-04,가야 토마토농장 1.5L 12개,26900.0,0.0,3000.0,0.0,0.0,,,
P00000RH,26-13,가야 종합 병 180ml 48병,25200.0,0.0,3000.0,0.0,0.0,,,
P00000RI,26-01,가야 알로에 병 180ml 48병,25600.0,0.0,3000.0,0.0,0.0,,,
P00000RJ,26-02-02,가야 알로에농장 500ml 20개,22500.0,0.0,3000.0,0.0,0.0,,,
P00000RK,26-02,가야 알로에농장 1.5L 12개,23300.0,0.0,3000.0,0.0,0.0,,,
P00000RL,26-10,가야 사과농장 1.5L 12개,23800.0,0.0,3000.0,0.0,0.0,,,
P00000RM,26-05,가야 복숭아농장 1.5L 12개,27100.0,0.0,3000.0,0.0,0.0,,,
P00000RN,26-06,가야 당근농장 1.5L 12개,33900.0,0.0,3000.0,0.0,0.0,,,
P00000RO,21-103,남양 맛있는 두유 GT 검은콩깨 200ml 30개,20200.0,0.0,3000.0,0.0,0.0,,,
P00000RP,55-04,이노엔 헛개수 500ml 20개,13900.0,0.0,3000.0,0.0,0.0,,,
P00000LO,24-35-02,티오피 스위트아메리카노 380ml 24개,28000.0,0.0,3000.0,0.0,0.0,,,
P00000LP,24-35-01,티오피 마스터라떼 380ml 24개,28000.0,0.0,3000.0,0.0,0.0,,,
P00000LQ,24-35-03,티오피 더블랙 380ml 24개,28000.0,0.0,3000.0,0.0,0.0,,,
P00000LW,31-23,킨사이다(업소용) 1.5L 12개,12200.0,0.0,3000.0,0.0,0.0,,,
P00000LX,31-28,코카콜라 제로 500ml 24개,33700.0,0.0,3000.0,0.0,0.0,,,
P00000LY,31-05-001,코카콜라 제로(업소용) 1.25L 12개,16000.0,0.0,3000.0,0.0,0.0,,,
P00000MA,31-04-03,코카콜라 제로 (업소용) 500ml 24개,18100.0,0.0,3000.0,0.0,0.0,,,
P00000MB,31-04-02,코카콜라 500ml (업소용) 24개,18200.0,0.0,3000.0,0.0,0.0,,,
P00000MC,31-50-02,토레타 1.5L 12개,20600.0,0.0,3000.0,0.0,0.0,,,
P00000MD,31-50-01,토레타 500ml 24개,19900.0,0.0,3000.0,0.0,0.0,,,
P00000ME,31-05-01,코카콜라 (업소용) 1.25L 12개,16300.0,0.0,3000.0,0.0,0.0,,,
P00000MF,31-04-01,코카콜라 500ml 24개,38800.0,0.0,3000.0,0.0,0.0,,,
P00000MG,31-05,코카콜라 1.5L 12개,31800.0,0.0,3000.0,0.0,0.0,,,
P00000MN,27-25-01,칠성사이다 (업소용) 500ml 20개,16200.0,0.0,3000.0,0.0,0.0,,,
P00000MO,27-28-01,칠성사이다 1.5L 12개,27600.0,0.0,3000.0,0.0,0.0,,,
P00000MP,27-28,칠성사이다  (업소용)  1.25L12개,17000.0,0.0,3000.0,0.0,0.0,,,
P00000MQ,29-06,일화 초정 탄산수 500ml 20펫,15400.0,0.0,3000.0,0.0,0.0,,,
P00000MR,29-04,일화 초정탄산수 1.5L 12개,14300.0,0.0,3000.0,0.0,0.0,,,
P00000MT,29-23,일화 천연사이다 500ml 20개,16000.0,0.0,3000.0,0.0,0.0,,,
P00000MU,29-24,일화 천연사이다 1.5L 12개,14200.0,0.0,3000.0,0.0,0.0,,,
P00000MV,25-50-06,진로 토닉워터 600ml 20개,21200.0,0.0,3000.0,0.0,0.0,,,
P00000MW,23-54-01,자연은 요거풋풋사과 1.5L 12개,15200.0,0.0,3000.0,0.0,0.0,,,
P00000MX,23-54-02,자연은 요거상큼복숭아 1.5L 12개,17000.0,0.0,3000.0,0.0,0.0,,,
P00000MY,23-54-03,자연은 요거새콤파인애플 1.5L 12개,14600.0,0.0,3000.0,0.0,0.0,,,
P00000NA,23-40.,일화 목에는 맑은하늘 도라지차 340ml 20개,12900.0,0.0,3000.0,0.0,0.0,,,
P00000NC,23-35,웅진 헛개차 500ml 20개,14500.0,0.0,3000.0,0.0,0.0,,,
P00000ND,23-35-01,웅진 헛개차 1.5L 12펫,15000.0,0.0,3000.0,0.0,0.0,,,
P00000NE,23-18,웅진 하늘보리500ml 20개,13000.0,0.0,3000.0,0.0,0.0,,,
P00000NF,23-17,웅진 하늘보리 1.5L 12개,14500.0,0.0,3000.0,0.0,0.0,,,
P00000NH,23-08,초록매실 500ml 20개,22500.0,0.0,3000.0,0.0,0.0,,,
P00000NI,23-07,초록매실 1.5L 12개,27600.0,0.0,3000.0,0.0,0.0,,,
P00000NJ,23-31,자연은 140일 포도 1.5L 12개,31300.0,0.0,3000.0,0.0,0.0,,,
P00000NL,23-28,자연은 토마토 1.5L 12개,26900.0,0.0,3000.0,0.0,0.0,,,
